Original Value,Encoded Value
002XX E ILLINOIS ST,991
002XX E JACKSON DR,992
002XX E KENSINGTON AVE,993
002XX E LAKE SHORE DR,994
002XX E LOWER ILLINOIS ST,995
002XX E LOWER RANDOLPH ST,996
002XX E LOWER WACKER DR,997
002XX E MARQUETTE RD,998
002XX E MONROE DR,999
002XX E NORTH WATER ST,1000
002XX E OHIO ST,1001
002XX E ONTARIO ST,1002
002XX E Ohio St,1003
002XX E Ontario St,1004
002XX E PEARSON ST,1005
002XX E PERSHING RD,1006
002XX E RANDOLPH ST,1007
002XX E ROOSEVELT RD,1008
002XX E SUPERIOR ST,1009
002XX E Superior St,1010
002XX E WACKER DR,1011
002XX E WALTON ST,1012
002XX N ABERDEEN ST,1013
002XX N ADA ST,1014
002XX N ALBANY AVE,1015
002XX N ARTESIAN AVE,1016
002XX N ASHLAND AVE,1017
002XX N AUSTIN BLVD,1018
002XX N Aberdeen st,1019
002XX N BREAKWATER ACCESS,1020
002XX N CALIFORNIA AVE,1021
002XX N CAMPBELL AVE,1022
002XX N CANAL ST,1023
002XX N CARPENTER ST,1024
002XX N CENTRAL AVE,1025
002XX N CENTRAL PARK AVE,1026
002XX N CICERO AVE,1027
002XX N CLARK ST,1028
002XX N CLINTON ST,1029
002XX N COLUMBUS DR,1030
002XX N CONSERVATORY DR,1031
002XX N DAMEN AVE,1032
002XX N DEARBORN ST,1033
002XX N DESPLAINES ST,1034
002XX N ELIZABETH ST,1035
002XX N FAIRFIELD AVE,1036
002XX N FRANCISCO AVE,1037
002XX N FRANKLIN ST,1038
002XX N GARLAND CT,1039
002XX N GREEN ST,1040
002XX N Garland ct,1041
002XX N Green St,1042
002XX N HALSTED ST,1043
002XX N HAMLIN BLVD,1044
002XX N HARBOR DR,1045
002XX N HOMAN AVE,1046
002XX N HOYNE AVE,1047
002XX N JEFFERSON ST,1048
002XX N JUSTINE ST,1049
002XX N KARLOV AVE,1050
002XX N KEDZIE AVE,1051
002XX N KEELER AVE,1052
002XX N KENNETH AVE,1053
002XX N KEYSTONE AVE,1054
002XX N KILBOURN AVE,1055
002XX N KILDARE AVE,1056
002XX N KILPATRICK AVE,1057
002XX N KOLIN AVE,1058
002XX N KOLMAR AVE,1059
002XX N KOSTNER AVE,1060
002XX N LA CROSSE AVE,1061
002XX N LA SALLE ST,1062
002XX N LAFLIN ST,1063
002XX N LAKEFRONT DR,1064
002XX N LAMON AVE,1065
002XX N LAPORTE AVE,1066
002XX N LARAMIE AVE,1067
002XX N LATROBE AVE,1068
002XX N LAVERGNE AVE,1069
002XX N LEAMINGTON AVE,1070
002XX N LEAVITT ST,1071
002XX N LECLAIRE AVE,1072
002XX N LOCKWOOD AVE,1073
002XX N LONG AVE,1074
002XX N LOREL AVE,1075
002XX N MAPLEWOOD AVE,1076
002XX N MASON AVE,1077
002XX N MAY ST,1078
002XX N MAYFIELD AVE,1079
002XX N MENARD AVE,1080
002XX N MICHIGAN AVE,1081
002XX N MILWAUKEE AVE,1082
002XX N MORGAN ST,1083
002XX N Michigan Ave,1084
002XX N OAKLEY BLVD,1085
002XX N PARKSIDE AVE,1086
002XX N PAULINA ST,1087
002XX N PEORIA ST,1088
002XX N PINE AVE,1089
002XX N PULASKI RD,1090
002XX N Peoria st,1091
002XX N RACINE AVE,1092
002XX N SACRAMENTO BLVD,1093
002XX N SANGAMON ST,1094
002XX N ST LOUIS AVE,1095
002XX N STATE ST,1096
002XX N STETSON AVE,1097
002XX N UNION AVE,1098
002XX N WABASH AVE,1099
002XX N WALLER AVE,1100
002XX N WASHTENAW AVE,1101
002XX N WELLS ST,1102
002XX N WESTERN AVE,1103
002XX N WESTSHORE DR,1104
002XX N WOOD ST,1105
002XX N columbus dr,1106
002XX S ABERDEEN ST,1107
002XX S ALBANY AVE,1108
002XX S ASHLAND AVE,1109
002XX S AUSTIN BLVD,1110
002XX S BELL AVE,1111
002XX S CALIFORNIA AVE,1112
002XX S CAMPBELL AVE,1113
002XX S CANAL ST,1114
002XX S CENTRAL AVE,1115
002XX S CENTRAL PARK BLVD,1116
002XX S CICERO AVE,1117
002XX S CLARK ST,1118
002XX S CLINTON ST,1119
002XX S COLUMBUS DR,1120
002XX S Canal St,1121
002XX S DAMEN AVE,1122
002XX S DEARBORN ST,1123
002XX S DESPLAINES ST,1124
002XX S FRANCISCO AVE,1125
002XX S FRANKLIN ST,1126
002XX S GREEN ST,1127
002XX S Green St,1128
002XX S HALSTED ST,1129
002XX S HAMILTON AVE,1130
002XX S HAMLIN BLVD,1131
002XX S HOMAN AVE,1132
002XX S HOYNE AVE,1133
002XX S JEFFERSON ST,1134
002XX S KARLOV AVE,1135
002XX S KEDZIE AVE,1136
002XX S KEELER AVE,1137
002XX S KENTON AVE,1138
002XX S KILBOURN AVE,1139
002XX S KILDARE AVE,1140
002XX S KILPATRICK AVE,1141
002XX S KOSTNER AVE,1142
002XX S LA SALLE ST,1143
002XX S LAFLIN ST,1144
002XX S LAKE SHORE DR SB,1145
002XX S LARAMIE AVE,1146
002XX S LAVERGNE AVE,1147
002XX S LEAMINGTON AVE,1148
002XX S LEAVITT ST,1149
002XX S LOCKWOOD AVE,1150
002XX S LOTUS AVE,1151
002XX S MAPLEWOOD AVE,1152
002XX S MICHIGAN AVE,1153
002XX S MORGAN ST,1154
002XX S Michigan Ave,1155
002XX S OAKLEY BLVD,1156
002XX S PEORIA ST,1157
002XX S PULASKI RD,1158
002XX S Peoria St,1159
002XX S RACINE AVE,1160
002XX S RIVERSIDE PLZ,1161
002XX S SACRAMENTO BLVD,1162
002XX S SANGAMON ST,1163
002XX S SPRINGFIELD AVE,1164
002XX S ST LOUIS AVE,1165
002XX S STATE ST,1166
002XX S THROOP ST,1167
002XX S TROY ST,1168
002XX S WABASH AVE,1169
002XX S WACKER DR,1170
002XX S WASHTENAW AVE,1171
002XX S WELLS ST,1172
002XX S WESTERN AVE,1173
002XX S WHIPPLE ST,1174
002XX S WOOD ST,1175
002XX W 100TH ST,1176
002XX W 101ST ST,1177
002XX W 103RD PL,1178
002XX W 103RD ST,1179
002XX W 104TH PL,1180
002XX W 104TH ST,1181
002XX W 105TH PL,1182
002XX W 105TH ST,1183
002XX W 106TH PL,1184
002XX W 106TH ST,1185
002XX W 107TH PL,1186
002XX W 107TH ST,1187
002XX W 108TH PL,1188
002XX W 108TH ST,1189
002XX W 109TH PL,1190
002XX W 109TH ST,1191
002XX W 110TH PL,1192
002XX W 110TH ST,1193
002XX W 111TH PL,1194
002XX W 111TH ST,1195
002XX W 112TH PL,1196
002XX W 112TH ST,1197
002XX W 113TH ST,1198
002XX W 115TH ST,1199
002XX W 116TH ST,1200
002XX W 117TH ST,1201
002XX W 118TH ST,1202
002XX W 119TH ST,1203
002XX W 120TH ST,1204
002XX W 122ND ST,1205
002XX W 124TH ST,1206
002XX W 127TH ST,1207
002XX W 18TH ST,1208
002XX W 19TH ST,1209
002XX W 22ND PL,1210
002XX W 23RD PL,1211
002XX W 23RD ST,1212
002XX W 24TH PL,1213
002XX W 24TH ST,1214
002XX W 25TH PL,1215
002XX W 26TH ST,1216
002XX W 28TH PL,1217
002XX W 31ST ST,1218
002XX W 32ND ST,1219
002XX W 33RD ST,1220
002XX W 34TH ST,1221
002XX W 35TH ST,1222
002XX W 37TH PL,1223
002XX W 37TH ST,1224
002XX W 38TH PL,1225
002XX W 38TH ST,1226
002XX W 43RD ST,1227
002XX W 44TH PL,1228
002XX W 45TH PL,1229
002XX W 46TH ST,1230
002XX W 47TH ST,1231
002XX W 48TH PL,1232
002XX W 51ST ST,1233
002XX W 57TH ST,1234
002XX W 58TH ST,1235
002XX W 59TH PL,1236
002XX W 59TH ST,1237
002XX W 60TH PL,1238
002XX W 63RD ST,1239
002XX W 64TH ST,1240
002XX W 65TH ST,1241
002XX W 69TH ST,1242
002XX W 70TH ST,1243
002XX W 71ST ST,1244
002XX W 72ND ST,1245
002XX W 73RD ST,1246
002XX W 74TH ST,1247
002XX W 75TH ST,1248
002XX W 76TH ST,1249
002XX W 79TH ST,1250
002XX W 80TH ST,1251
002XX W 83RD ST,1252
002XX W 87TH ST,1253
002XX W 88TH ST,1254
002XX W 89TH ST,1255
002XX W 90TH PL,1256
002XX W 91ST ST,1257
002XX W 92ND ST,1258
002XX W 93RD PL,1259
002XX W 93RD ST,1260
002XX W 94TH ST,1261
002XX W 95TH ST,1262
002XX W 98TH ST,1263
002XX W 99TH ST,1264
002XX W ADAMS ST,1265
002XX W ALEXANDER ST,1266
002XX W CALHOUN PL,1267
002XX W CERMAK RD,1268
002XX W CHICAGO AVE,1269
002XX W CULLERTON ST,1270
002XX W DE SAIBLE ST,1271
002XX W DIVERSEY PKWY,1272
002XX W DIVISION ST,1273
002XX W ERIE ST,1274
002XX W EUGENIE ST,1275
002XX W EVERGREEN AVE,1276
002XX W Eugenie ST,1277
002XX W GARFIELD BLVD,1278
002XX W GOETHE ST,1279
002XX W GRAND AVE,1280
002XX W HARRISON ST,1281
002XX W HILL ST,1282
002XX W HUBBARD ST,1283
002XX W HURON ST,1284
002XX W ILLINOIS ST,1285
002XX W INSTITUTE PL,1286
002XX W JACKSON BLVD,1287
002XX W KINZIE ST,1288
002XX W LAKE ST,1289
002XX W LOWER WACKER DR,1290
002XX W MADISON ST,1291
002XX W MARQUETTE RD,1292
002XX W MENOMONEE ST,1293
002XX W MERCHANDISE MART PLZ,1294
002XX W MONROE ST,1295
002XX W MONTROSE HARBOR DR,1296
002XX W Madison St,1297
002XX W Madison st,1298
002XX W Monroe St,1299
002XX W NORTH AVE,1300
002XX W North Ave,1301
002XX W OHIO ST,1302
002XX W ONTARIO ST,1303
002XX W Ontario st,1304
002XX W PERSHING RD,1305
002XX W QUINCY ST,1306
002XX W RANDOLPH ST,1307
002XX W ROOT ST,1308
002XX W SCHILLER ST,1309
002XX W SCOTT ST,1310
002XX W ST PAUL AVE,1311
002XX W SUPERIOR ST,1312
002XX W SWANN ST,1313
002XX W VAN BUREN ST,1314
002XX W WACKER DR,1315
002XX W WALTON ST,1316
002XX W WASHINGTON ST,1317
002XX W WISCONSIN ST,1318
002XX W scott st,1319
003XX E 100TH ST,1320
003XX E 103RD ST,1321
003XX E 106TH ST,1322
003XX E 107TH ST,1323
003XX E 109TH ST,1324
003XX E 111TH ST,1325
003XX E 115TH ST,1326
003XX E 116TH ST,1327
003XX E 117TH ST,1328
003XX E 118TH ST,1329
003XX E 119TH ST,1330
003XX E 120TH PL,1331
003XX E 130TH ST,1332
003XX E 131ST PL,1333
003XX E 132ND PL,1334
003XX E 132ND ST,1335
003XX E 133RD ST,1336
003XX E 134TH ST,1337
003XX E 136TH PL,1338
003XX E 136TH ST,1339
003XX E 138TH ST,1340
003XX E 17TH ST,1341
003XX E 18TH ST,1342
003XX E 21ST ST,1343
003XX E 24TH PL,1344
003XX E 24TH ST,1345
003XX E 25TH PL,1346
003XX E 25TH ST,1347
003XX E 26TH ST,1348
003XX E 29TH ST,1349
003XX E 31ST ST,1350
003XX E 32ND ST,1351
003XX E 35TH ST,1352
003XX E 37TH ST,1353
003XX E 38TH ST,1354
003XX E 41ST ST,1355
003XX E 43RD ST,1356
003XX E 44TH ST,1357
003XX E 45TH ST,1358
003XX E 46TH ST,1359
003XX E 47TH ST,1360
003XX E 48TH ST,1361
003XX E 49TH ST,1362
003XX E 50TH ST,1363
003XX E 51ST ST,1364
003XX E 53RD ST,1365
003XX E 55TH PL,1366
003XX E 56TH ST,1367
003XX E 57TH ST,1368
003XX E 58TH ST,1369
003XX E 59TH ST,1370
003XX E 60TH ST,1371
003XX E 61ST ST,1372
003XX E 63RD ST,1373
003XX E 68TH ST,1374
003XX E 69TH PL,1375
003XX E 69TH ST,1376
003XX E 70TH PL,1377
003XX E 70TH ST,1378
003XX E 71ST ST,1379
003XX E 72ND ST,1380
003XX E 73RD ST,1381
003XX E 74TH ST,1382
003XX E 75TH ST,1383
003XX E 76TH ST,1384
003XX E 77TH ST,1385
003XX E 78TH ST,1386
003XX E 79TH ST,1387
003XX E 80TH ST,1388
003XX E 81ST ST,1389
003XX E 82ND ST,1390
003XX E 83RD ST,1391
003XX E 84TH ST,1392
003XX E 85TH ST,1393
003XX E 86TH ST,1394
003XX E 87TH PL,1395
003XX E 87TH ST,1396
003XX E 88TH PL,1397
003XX E 88TH ST,1398
003XX E 89TH PL,1399
003XX E 89TH ST,1400
003XX E 90TH PL,1401
003XX E 90TH ST,1402
003XX E 91ST ST,1403
003XX E 95TH ST,1404
003XX E BALBO DR,1405
003XX E BENTON PL,1406
003XX E CERMAK RD,1407
003XX E CHICAGO AVE,1408
003XX E CULLERTON ST,1409
003XX E EASTGATE PL,1410
003XX E ERIE ST,1411
003XX E GARFIELD BLVD,1412
003XX E GRAND AVE,1413
003XX E HURON ST,1414
003XX E ILLINOIS ST,1415
003XX E Illinois St,1416
003XX E JACKSON DR,1417
003XX E KENSINGTON AVE,1418
003XX E LOWER NORTH WATER ST,1419
003XX E LOWER RANDOLPH ST,1420
003XX E LOWER WACKER DR,1421
003XX E MARQUETTE RD,1422
003XX E MC FETRIDGE DR,1423
003XX E MONROE DR,1424
003XX E NORTH WATER ST,1425
003XX E OHIO ST,1426
003XX E ONTARIO ST,1427
003XX E Ohio St,1428
003XX E PERSHING RD,1429
003XX E RANDOLPH ST,1430
003XX E RIVERWALK S,1431
003XX E Randolph ST,1432
003XX E Randolph St,1433
003XX E Randolph st,1434
003XX E SOUTH WATER ST,1435
003XX E SUPERIOR ST,1436
003XX E WACKER DR,1437
003XX E Wacker Dr,1438
003XX E randolph st,1439
003XX N ABERDEEN ST,1440
003XX N ADA ST,1441
003XX N ALBANY AVE,1442
003XX N ARTESIAN AVE,1443
003XX N ASHLAND AVE,1444
003XX N AUSTIN BLVD,1445
003XX N AVERS AVE,1446
003XX N BELL AVE,1447
003XX N CALIFORNIA AVE,1448
003XX N CANAL ST,1449
003XX N CARPENTER ST,1450
003XX N CENTRAL AVE,1451
003XX N CENTRAL PARK AVE,1452
003XX N CICERO AVE,1453
003XX N CLARK ST,1454
003XX N CLINTON ST,1455
003XX N COLUMBUS DR,1456
003XX N Canal St,1457
003XX N Canal st,1458
003XX N DEARBORN ST,1459
003XX N DESPLAINES ST,1460
003XX N ELIZABETH ST,1461
003XX N FRANCISCO AVE,1462
003XX N GREEN ST,1463
003XX N HALSTED ST,1464
003XX N HAMLIN AVE,1465
003XX N HOMAN AVE,1466
003XX N HOYNE AVE,1467
003XX N JEFFERSON ST,1468
003XX N JUSTINE ST,1469
003XX N KARLOV AVE,1470
003XX N KEDZIE AVE,1471
003XX N KEELER AVE,1472
003XX N KILBOURN AVE,1473
003XX N KILPATRICK AVE,1474
003XX N LA SALLE DR,1475
003XX N LAFLIN ST,1476
003XX N LAKE SHORE DR NB,1477
003XX N LAMON AVE,1478
003XX N LARAMIE AVE,1479
003XX N LATROBE AVE,1480
003XX N LAVERGNE AVE,1481
003XX N LEAVITT ST,1482
003XX N LOCKWOOD AVE,1483
003XX N LONG AVE,1484
003XX N LOOMIS ST,1485
003XX N LOREL AVE,1486
003XX N LOTUS AVE,1487
003XX N LOWER COLUMBUS DR,1488
003XX N LOWER LA SALLE ST,1489
003XX N MASON AVE,1490
003XX N MAY ST,1491
003XX N MAYFIELD AVE,1492
003XX N MENARD AVE,1493
003XX N MICHIGAN AVE,1494
003XX N MORGAN ST,1495
003XX N OAKLEY BLVD,1496
003XX N OGDEN AVE,1497
003XX N ORLEANS ST,1498
003XX N PARKSIDE AVE,1499
003XX N PAULINA ST,1500
003XX N PEORIA ST,1501
003XX N PINE AVE,1502
003XX N PULASKI RD,1503
003XX N RACINE AVE,1504
003XX N SACRAMENTO BLVD,1505
003XX N SANGAMON ST,1506
003XX N ST LOUIS AVE,1507
003XX N STATE ST,1508
003XX N STETSON AVE,1509
003XX N State St,1510
003XX N UNION AVE,1511
003XX N WABASH AVE,1512
003XX N WALLER AVE,1513
003XX N WELLS ST,1514
003XX N WESTERN AVE,1515
003XX N WOOD ST,1516
003XX S ABERDEEN ST,1517
003XX S ALBANY AVE,1518
003XX S ARTESIAN AVE,1519
003XX S ASHLAND AVE,1520
003XX S CALIFORNIA AVE,1521
003XX S CAMPBELL AVE,1522
003XX S CANAL ST,1523
003XX S CENTRAL AVE,1524
003XX S CENTRAL PARK BLVD,1525
003XX S CHRISTIANA AVE,1526
003XX S CICERO AVE,1527
003XX S CLARK ST,1528
003XX S CLINTON ST,1529
003XX S COLUMBUS DR,1530
003XX S Columbus Dr,1531
003XX S DAMEN AVE,1532
003XX S DEARBORN ST,1533
003XX S DESPLAINES ST,1534
003XX S FEDERAL ST,1535
003XX S FINANCIAL PL,1536
003XX S FRANCISCO AVE,1537
003XX S FRANKLIN ST,1538
003XX S GREEN ST,1539
003XX S HALSTED ST,1540
003XX S HAMLIN BLVD,1541
003XX S HOMAN AVE,1542
003XX S HOYNE AVE,1543
003XX S JEFFERSON ST,1544
003XX S JENSEN BLVD,1545
003XX S KARLOV AVE,1546
003XX S KEDZIE AVE,1547
003XX S KEELER AVE,1548
003XX S KILBOURN AVE,1549
003XX S KILDARE AVE,1550
003XX S KILPATRICK AVE,1551
003XX S KOLMAR AVE,1552
003XX S KOSTNER AVE,1553
003XX S LA SALLE ST,1554
003XX S LAFLIN ST,1555
003XX S LAKE SHORE DR NB,1556
003XX S LAKE SHORE DR SB,1557
003XX S LARAMIE AVE,1558
003XX S LAVERGNE AVE,1559
003XX S LEAMINGTON AVE,1560
003XX S LEAVITT ST,1561
003XX S LOCKWOOD AVE,1562
003XX S LOOMIS ST,1563
003XX S LOTUS AVE,1564
003XX S MAPLEWOOD AVE,1565
003XX S MAPLEWOOD CT,1566
003XX S MICHIGAN AVE,1567
003XX S MORGAN ST,1568
003XX S MOZART ST,1569
003XX S Michigan Ave,1570
003XX S OAKLEY BLVD,1571
003XX S PAULINA ST,1572
003XX S PEORIA ST,1573
003XX S PLYMOUTH CT,1574
003XX S PULASKI RD,1575
003XX S RACINE AVE,1576
003XX S RICHMOND ST,1577
003XX S RIVERSIDE PLZ,1578
003XX S SACRAMENTO BLVD,1579
003XX S SANGAMON ST,1580
003XX S SEELEY AVE,1581
003XX S SPAULDING AVE,1582
003XX S SPRINGFIELD AVE,1583
003XX S ST LOUIS AVE,1584
003XX S STATE ST,1585
003XX S THROOP ST,1586
003XX S TRUMBULL AVE,1587
003XX S WABASH AVE,1588
003XX S WACKER DR,1589
003XX S WASHTENAW AVE,1590
003XX S WELLS ST,1591
003XX S WESTERN AVE,1592
003XX S WHIPPLE ST,1593
003XX W 100TH PL,1594
003XX W 100TH ST,1595
003XX W 101ST PL,1596
003XX W 101ST ST,1597
003XX W 102ND PL,1598
003XX W 102ND ST,1599
003XX W 103RD ST,1600
003XX W 104TH PL,1601
003XX W 104TH ST,1602
003XX W 105TH PL,1603
003XX W 105TH ST,1604
003XX W 106TH PL,1605
003XX W 106TH ST,1606
003XX W 107TH PL,1607
003XX W 107TH ST,1608
003XX W 108TH PL,1609
003XX W 108TH ST,1610
003XX W 109TH PL,1611
003XX W 109TH ST,1612
003XX W 110TH PL,1613
003XX W 110TH ST,1614
003XX W 111TH PL,1615
003XX W 111TH ST,1616
003XX W 112TH PL,1617
003XX W 112TH ST,1618
003XX W 113TH ST,1619
003XX W 114TH ST,1620
003XX W 115TH ST,1621
003XX W 116TH ST,1622
003XX W 117TH ST,1623
003XX W 118TH ST,1624
003XX W 119TH ST,1625
003XX W 120TH ST,1626
003XX W 122ND ST,1627
003XX W 125TH ST,1628
003XX W 127TH ST,1629
003XX W 18TH ST,1630
003XX W 19TH ST,1631
003XX W 23RD PL,1632
003XX W 23RD ST,1633
003XX W 24TH PL,1634
003XX W 24TH ST,1635
003XX W 25TH PL,1636
003XX W 26TH ST,1637
003XX W 28TH PL,1638
003XX W 29TH PL,1639
003XX W 29TH ST,1640
003XX W 29th ST,1641
003XX W 30TH ST,1642
003XX W 31ST ST,1643
003XX W 32ND ST,1644
003XX W 33RD ST,1645
003XX W 35TH ST,1646
003XX W 37TH ST,1647
003XX W 42ND PL,1648
003XX W 42ND ST,1649
003XX W 43RD ST,1650
003XX W 45TH ST,1651
003XX W 47TH ST,1652
003XX W 51ST ST,1653
003XX W 52ND PL,1654
003XX W 52ND ST,1655
003XX W 53RD ST,1656
003XX W 57TH ST,1657
003XX W 58TH ST,1658
003XX W 59TH PL,1659
003XX W 59TH ST,1660
003XX W 60TH ST,1661
003XX W 61ST ST,1662
003XX W 63RD ST,1663
003XX W 64TH ST,1664
003XX W 65TH ST,1665
003XX W 66TH ST,1666
003XX W 69TH ST,1667
003XX W 70TH ST,1668
003XX W 71ST ST,1669
003XX W 72ND ST,1670
003XX W 74TH ST,1671
003XX W 75TH ST,1672
003XX W 76TH ST,1673
003XX W 77TH ST,1674
003XX W 79TH ST,1675
003XX W 80TH ST,1676
003XX W 81ST ST,1677
003XX W 83RD ST,1678
003XX W 87TH ST,1679
003XX W 88TH ST,1680
003XX W 90TH PL,1681
003XX W 91ST PL,1682
003XX W 91ST ST,1683
003XX W 92ND ST,1684
003XX W 93RD ST,1685
003XX W 94TH PL,1686
003XX W 95TH ST,1687
003XX W 96TH ST,1688
003XX W 97TH ST,1689
003XX W 99TH PL,1690
003XX W ADAMS ST,1691
003XX W ARMITAGE AVE,1692
003XX W Armitage Ave,1693
003XX W BARRY AVE,1694
003XX W BELDEN AVE,1695
003XX W BELMONT AVE,1696
003XX W BRIAR PL,1697
003XX W CERMAK RD,1698
003XX W CHESTNUT ST,1699
003XX W CHICAGO AVE,1700
003XX W CONCORD PL,1701
003XX W Cermak RD,1702
003XX W Chestnut st,1703
003XX W Chicago Ave,1704
003XX W DICKENS AVE,1705
003XX W DIVERSEY PKWY,1706
003XX W DIVISION ST,1707
003XX W ELM ST,1708
003XX W ERIE ST,1709
003XX W EUGENIE ST,1710
003XX W EVERGREEN AVE,1711
003XX W Evergreen Ave,1712
003XX W FULLERTON PKWY,1713
003XX W GARFIELD BLVD,1714
003XX W GOETHE ST,1715
003XX W GRAND AVE,1716
003XX W Grand Ave,1717
003XX W HARRISON ST,1718
003XX W HILL ST,1719
003XX W HUBBARD ST,1720
003XX W HURON ST,1721
003XX W Hubbard St,1722
003XX W ILLINOIS ST,1723
003XX W INSTITUTE PL,1724
003XX W JACKSON BLVD,1725
003XX W KINZIE ST,1726
003XX W LOCUST ST,1727
003XX W LOWER WACKER DR,1728
003XX W Lower WACKER DR,1729
003XX W MADISON ST,1730
003XX W MARQUETTE RD,1731
003XX W MONROE ST,1732
003XX W MONTROSE DR,1733
003XX W MONTROSE HARBOR DR,1734
003XX W NORMAL PKWY,1735
003XX W NORTH AVE,1736
003XX W OAK ST,1737
003XX W OAKDALE AVE,1738
003XX W OHARE ST,1739
003XX W OHIO ST,1740
003XX W OLD TOWN CT,1741
003XX W ONTARIO ST,1742
003XX W PERSHING RD,1743
003XX W RANDOLPH ST,1744
003XX W ROOSEVELT RD,1745
003XX W ROOT ST,1746
003XX W SCHILLER ST,1747
003XX W SCOTT ST,1748
003XX W SUPERIOR ST,1749
003XX W SWANN ST,1750
003XX W VAN BUREN ST,1751
003XX W WACKER DR,1752
003XX W WALTON ST,1753
003XX W WASHINGTON ST,1754
003XX W WEBSTER AVE,1755
003XX W WELLINGTON AVE,1756
003XX W WENDELL ST,1757
003XX W WISCONSIN ST,1758
003XX W WOLF POINT PLZ,1759
004XX E 100TH ST,1760
004XX E 103RD ST,1761
004XX E 107TH ST,1762
004XX E 109TH ST,1763
004XX E 110TH PL,1764
004XX E 110TH ST,1765
004XX E 111TH PL,1766
004XX E 111TH ST,1767
004XX E 112TH ST,1768
004XX E 113TH ST,1769
004XX E 115TH ST,1770
004XX E 130TH ST,1771
004XX E 133RD ST,1772
004XX E 134TH ST,1773
004XX E 18TH DR,1774
004XX E 18th dr,1775
004XX E 25TH ST,1776
004XX E 26TH ST,1777
004XX E 30TH ST,1778
004XX E 31ST PL,1779
004XX E 31ST ST,1780
004XX E 32ND ST,1781
004XX E 33RD PL,1782
004XX E 33RD ST,1783
004XX E 34TH ST,1784
004XX E 35TH ST,1785
004XX E 38TH ST,1786
004XX E 40TH ST,1787
004XX E 41ST ST,1788
004XX E 42ND PL,1789
004XX E 42ND ST,1790
004XX E 43RD ST,1791
004XX E 44TH ST,1792
004XX E 45TH PL,1793
004XX E 45TH ST,1794
004XX E 46TH PL,1795
004XX E 46TH ST,1796
004XX E 47TH ST,1797
004XX E 48TH PL,1798
004XX E 48TH ST,1799
004XX E 49TH ST,1800
004XX E 50TH PL,1801
004XX E 50TH ST,1802
004XX E 51ST ST,1803
004XX E 60TH ST,1804
004XX E 61ST ST,1805
004XX E 62ND ST,1806
004XX E 63RD ST,1807
004XX E 64TH ST,1808
004XX E 65TH ST,1809
004XX E 66TH ST,1810
004XX E 69TH ST,1811
004XX E 70TH ST,1812
004XX E 71ST ST,1813
004XX E 72ND ST,1814
004XX E 73RD ST,1815
004XX E 74TH ST,1816
004XX E 75TH ST,1817
004XX E 76TH ST,1818
004XX E 78TH ST,1819
004XX E 79TH ST,1820
004XX E 80TH ST,1821
004XX E 81ST ST,1822
004XX E 82ND ST,1823
004XX E 83RD ST,1824
004XX E 84TH ST,1825
004XX E 87TH PL,1826
004XX E 87TH ST,1827
004XX E 88TH PL,1828
004XX E 88TH ST,1829
004XX E 89TH PL,1830
004XX E 89TH ST,1831
004XX E 90TH ST,1832
004XX E 91ST PL,1833
004XX E 91ST ST,1834
004XX E 93RD ST,1835
004XX E 95TH ST,1836
004XX E BENTON PL,1837
004XX E BOWEN AVE,1838
004XX E ERIE ST,1839
004XX E GRAND AVE,1840
004XX E ILLINOIS ST,1841
004XX E KENSINGTON AVE,1842
004XX E LOWER WACKER DR,1843
004XX E MARQUETTE RD,1844
004XX E MC FETRIDGE DR,1845
004XX E MONROE DR,1846
004XX E OAKWOOD BLVD,1847
004XX E OHIO ST,1848
004XX E ONTARIO ST,1849
004XX E Oakwood Blvd,1850
004XX E PERSHING RD,1851
004XX E RANDOLPH ST,1852
004XX E RIVERWALK S,1853
004XX E Randolph St,1854
004XX E SOUTH WATER ST,1855
004XX E SUPERIOR ST,1856
004XX E WALDRON DR,1857
004XX E WATERSIDE DR,1858
004XX E illinois st,1859
004XX N ABERDEEN ST,1860
004XX N ADA ST,1861
004XX N ALBANY AVE,1862
004XX N ARMOUR ST,1863
004XX N ARTESIAN AVE,1864
004XX N ASHLAND AVE,1865
004XX N AUSTIN BLVD,1866
004XX N AVERS AVE,1867
004XX N CANAL ST,1868
004XX N CARPENTER ST,1869
004XX N CENTRAL AVE,1870
004XX N CENTRAL PARK BLVD,1871
004XX N CICERO AVE,1872
004XX N CITY FRONT PLAZA DR,1873
004XX N CLAREMONT AVE,1874
004XX N CLARK ST,1875
004XX N CLINTON ST,1876
004XX N COLUMBUS DR,1877
004XX N Clark St,1878
004XX N DAMEN AVE,1879
004XX N DEARBORN ST,1880
004XX N DESPLAINES ST,1881
004XX N DRAKE AVE,1882
004XX N ELIZABETH ST,1883
004XX N FRANKLIN ST,1884
004XX N GREEN ST,1885
004XX N HALSTED ST,1886
004XX N HAMLIN AVE,1887
004XX N HARDING AVE,1888
004XX N HERMITAGE AVE,1889
004XX N HOMAN AVE,1890
004XX N Harding ave,1891
004XX N KEDZIE AVE,1892
004XX N LA SALLE DR,1893
004XX N LAKE SHORE DR,1894
004XX N LAKE SHORE DR NB,1895
004XX N LAKE SHORE DR SB,1896
004XX N LAMON AVE,1897
004XX N LARAMIE AVE,1898
004XX N LAVERGNE AVE,1899
004XX N LAWLER AVE,1900
004XX N LAWNDALE AVE,1901
004XX N LEAMINGTON AVE,1902
004XX N LEAVITT ST,1903
